ds,location_index,spike_index,t0_index,n_bg_isolates_target,n_isolates_target_cusum,location,spike_name,t0,n_bg_isolates,n_bg_clusters,target_isolates_t0,total_isolates_t0,target_ratio_t0,spike_name_mut
major_test,0,5,1226,0.0,2936.0002,Global,s144,2023-05-03,731391.44,3496,0.0,2118.8572,0.0,Beta
major_test,0,5,1227,0.0,2936.0002,Global,s144,2023-05-04,726964.0,3489,0.0,2119.8572,0.0,Beta
major_test,0,5,1228,0.0,2936.0002,Global,s144,2023-05-05,722444.7,3487,0.0,2117.2856,0.0,Beta
major_test,0,5,1229,0.0,2936.0002,Global,s144,2023-05-06,717919.7,3485,0.0,1996.7142,0.0,Beta
major_test,0,5,1230,0.0,2936.0002,Global,s144,2023-05-07,713148.3,3483,0.0,1994.8572,0.0,Beta
major_test,0,5,1231,0.0,2936.0002,Global,s144,2023-05-08,708420.0,3478,0.0,1969.2858,0.0,Beta
major_test,0,5,1232,0.0,2936.0002,Global,s144,2023-05-09,703644.9,3476,0.0,1939.0,0.0,Beta
major_test,0,5,1233,0.0,2936.0002,Global,s144,2023-05-10,698864.1,3467,0.0,1922.2858,0.0,Beta
major_test,0,5,1234,0.0,2936.0002,Global,s144,2023-05-11,694072.7,3454,0.0,1929.0,0.0,Beta
major_test,0,5,1235,0.0,2936.0002,Global,s144,2023-05-12,689363.0,3446,0.0,2005.0,0.0,Beta
major_test,0,5,1236,0.0,2936.0002,Global,s144,2023-05-13,684655.0,3446,0.0,1960.0,0.0,Beta
major_test,0,5,1237,0.0,2936.0002,Global,s144,2023-05-14,679888.0,3440,0.0,1930.7142,0.0,Beta
major_test,0,5,1238,0.0,2936.0002,Global,s144,2023-05-15,675028.3,3440,0.0,1891.0,0.0,Beta
major_test,0,5,1239,0.0,2936.0002,Global,s144,2023-05-16,670192.44,3440,0.0,1900.1428,0.0,Beta
major_test,0,5,1240,0.0,2936.0002,Global,s144,2023-05-17,665351.9,3432,0.0,1895.0,0.0,Beta
major_test,0,5,1241,0.0,2936.0002,Global,s144,2023-05-18,660342.1,3423,0.0,1901.2858,0.0,Beta
major_test,0,5,1242,0.0,2936.0002,Global,s144,2023-05-19,655258.3,3420,0.0,1901.0,0.0,Beta
major_test,0,5,1243,0.0,2936.0002,Global,s144,2023-05-20,650252.9,3415,0.0,1912.0,0.0,Beta
major_test,0,5,1244,0.0,2936.0002,Global,s144,2023-05-21,645423.44,3407,0.0,1856.0,0.0,Beta
major_test,0,5,1245,0.0,2936.0002,Global,s144,2023-05-22,640468.1,3405,0.0,1869.0,0.0,Beta
major_test,0,5,1246,0.0,2936.0002,Global,s144,2023-05-23,635345.3,3402,0.0,1853.5714,0.0,Beta
major_test,0,5,1247,0.0,2936.0002,Global,s144,2023-05-24,630050.9,3393,0.0,1820.5714,0.0,Beta
major_test,0,5,1248,0.0,2936.0002,Global,s144,2023-05-25,624393.44,3387,0.0,1792.1428,0.0,Beta
major_test,0,5,1249,0.0,2936.0002,Global,s144,2023-05-26,618590.56,3382,0.0,1661.2858,0.0,Beta
major_test,0,5,1250,0.0,2936.0002,Global,s144,2023-05-27,612474.44,3381,0.0,1676.8572,0.0,Beta
major_test,0,5,1251,0.0,2936.0002,Global,s144,2023-05-28,606073.1,3374,0.0,1674.8572,0.0,Beta
major_test,0,5,1252,0.0,2936.0002,Global,s144,2023-05-29,599547.7,3368,0.0,1648.5714,0.0,Beta
major_test,0,5,1253,0.0,2936.0002,Global,s144,2023-05-30,593060.3,3366,0.0,1635.2858,0.0,Beta
major_test,0,5,1254,0.0,2936.0002,Global,s144,2023-05-31,586744.9,3353,0.0,1644.1428,0.0,Beta
major_test,0,5,1255,0.0,2936.0002,Global,s144,2023-06-01,580466.9,3341,0.0,1623.5714,0.0,Beta
major_test,0,5,1256,0.0,2936.0002,Global,s144,2023-06-02,574173.56,3328,0.0,1644.5714,0.0,Beta
major_test,0,5,1257,0.0,2936.0002,Global,s144,2023-06-03,567811.9,3327,0.0,1547.8572,0.0,Beta
major_test,0,5,1258,0.0,2936.0002,Global,s144,2023-06-04,561391.56,3320,0.0,1515.2858,0.0,Beta
major_test,0,5,1259,0.0,2936.0002,Global,s144,2023-06-05,555070.7,3315,0.0,1472.4286,0.0,Beta
major_test,0,5,1260,0.0,2936.0002,Global,s144,2023-06-06,548672.0,3309,0.0,1425.7142,0.0,Beta
major_test,0,5,1261,0.0,2936.0002,Global,s144,2023-06-07,542171.1,3295,0.0,1393.0,0.0,Beta
major_test,0,5,1262,0.0,2936.0002,Global,s144,2023-06-08,535577.44,3287,0.0,1373.7142,0.0,Beta
major_test,0,5,1263,0.0,2936.0002,Global,s144,2023-06-09,528931.56,3279,0.0,1327.1428,0.0,Beta
major_test,0,5,1264,0.0,2936.0002,Global,s144,2023-06-10,522321.56,3264,0.0,1311.0,0.0,Beta
major_test,0,5,1265,0.0,2936.0002,Global,s144,2023-06-11,515682.72,3248,0.0,1300.7142,0.0,Beta
major_test,0,5,1266,0.0,2936.0002,Global,s144,2023-06-12,509022.44,3240,0.0,1305.2858,0.0,Beta
major_test,0,5,1267,0.0,2936.0002,Global,s144,2023-06-13,502357.84,3237,0.0,1315.8572,0.0,Beta
major_test,0,5,1268,0.0,2936.0002,Global,s144,2023-06-14,495691.56,3220,0.0,1297.4286,0.0,Beta
major_test,0,5,1269,0.0,2936.0002,Global,s144,2023-06-15,489002.44,3210,0.0,1295.1428,0.0,Beta
major_test,0,5,1270,0.0,2936.0002,Global,s144,2023-06-16,482434.84,3195,0.0,1268.4286,0.0,Beta
major_test,0,5,1271,0.0,2936.0002,Global,s144,2023-06-17,475924.72,3176,0.0,1236.7142,0.0,Beta
major_test,0,5,1272,0.0,2936.0002,Global,s144,2023-06-18,469489.84,3168,0.0,1198.1428,0.0,Beta
major_test,0,5,1273,0.0,2936.0002,Global,s144,2023-06-19,463165.0,3135,0.0,1180.8572,0.0,Beta
major_test,0,5,1274,0.0,2936.0002,Global,s144,2023-06-20,457056.16,3130,0.0,1160.2858,0.0,Beta
major_test,0,5,1275,0.0,2936.0002,Global,s144,2023-06-21,451235.44,3117,0.0,1134.8572,0.0,Beta
major_test,0,5,1276,0.0,2936.0002,Global,s144,2023-06-22,446071.72,3105,0.0,1111.2858,0.0,Beta
major_test,0,5,1277,0.0,2936.0002,Global,s144,2023-06-23,440909.16,3092,0.0,1101.7142,0.0,Beta
major_test,0,5,1278,0.0,2936.0002,Global,s144,2023-06-24,435675.44,3078,0.0,1089.2858,0.0,Beta
major_test,0,5,1279,0.0,2936.0002,Global,s144,2023-06-25,430484.16,3071,0.0,1077.7142,0.0,Beta
major_test,0,5,1280,0.0,2936.0002,Global,s144,2023-06-26,425330.28,3070,0.0,1024.1428,0.0,Beta
major_test,0,5,1281,0.0,2936.0002,Global,s144,2023-06-27,420097.16,3071,0.0,1010.5714,0.0,Beta
major_test,0,5,1282,0.0,2936.0002,Global,s144,2023-06-28,414809.84,3060,0.0,1025.0,0.0,Beta
major_test,0,5,1283,0.0,2936.0002,Global,s144,2023-06-29,409648.0,3039,0.0,1022.4286,0.0,Beta
major_test,0,5,1284,0.0,2936.0002,Global,s144,2023-06-30,404565.56,3027,0.0,974.5714,0.0,Beta
major_test,0,5,1285,0.0,2936.0002,Global,s144,2023-07-01,399486.84,3016,0.0,944.2857,0.0,Beta
major_test,0,5,1286,0.0,2936.0002,Global,s144,2023-07-02,394403.84,3005,0.0,955.7143,0.0,Beta
major_test,0,5,1287,0.0,2936.0002,Global,s144,2023-07-03,389363.0,2999,0.0,974.5714,0.0,Beta
major_test,0,5,1288,0.0,2936.0002,Global,s144,2023-07-04,384343.44,2995,0.0,979.4286,0.0,Beta
major_test,0,5,1289,0.0,2936.0002,Global,s144,2023-07-05,379273.44,2980,0.0,989.8571,0.0,Beta
major_test,0,5,1290,0.0,2936.0002,Global,s144,2023-07-06,374385.28,2960,0.0,1000.1429,0.0,Beta
major_test,0,5,1291,0.0,2936.0002,Global,s144,2023-07-07,369691.28,2939,0.0,1040.1428,0.0,Beta
major_test,0,5,1292,0.0,2936.0002,Global,s144,2023-07-08,365344.0,2925,0.0,1067.5714,0.0,Beta
major_test,0,5,1293,0.0,2936.0002,Global,s144,2023-07-09,361313.44,2902,0.0,1061.7142,0.0,Beta
major_test,0,5,1294,0.0,2936.0002,Global,s144,2023-07-10,357467.16,2891,0.0,1061.7142,0.0,Beta
major_test,0,5,1295,0.0,2936.0002,Global,s144,2023-07-11,353736.16,2877,0.0,1058.0,0.0,Beta
major_test,0,5,1296,0.0,2936.0002,Global,s144,2023-07-12,350069.16,2854,0.0,1053.1428,0.0,Beta
major_test,0,5,1297,0.0,2936.0002,Global,s144,2023-07-13,346432.16,2830,0.0,1069.2858,0.0,Beta
major_test,0,5,1298,0.0,2936.0002,Global,s144,2023-07-14,342984.56,2814,0.0,1045.0,0.0,Beta
major_test,0,5,1299,0.0,2936.0002,Global,s144,2023-07-15,339653.28,2793,0.0,1061.4286,0.0,Beta
major_test,0,5,1300,0.0,2936.0002,Global,s144,2023-07-16,336486.84,2775,0.0,1071.8572,0.0,Beta
major_test,0,5,1301,0.0,2936.0002,Global,s144,2023-07-17,333459.84,2766,0.0,1079.1428,0.0,Beta
major_test,0,5,1302,0.0,2936.0002,Global,s144,2023-07-18,330493.28,2763,0.0,1079.7142,0.0,Beta
major_test,0,5,1303,0.0,2936.0002,Global,s144,2023-07-19,327564.44,2748,0.0,1075.8572,0.0,Beta
major_test,0,5,1304,0.0,2936.0002,Global,s144,2023-07-20,324696.0,2721,0.0,1069.0,0.0,Beta
major_test,0,5,1305,0.0,2936.0002,Global,s144,2023-07-21,321923.56,2711,0.0,1139.4286,0.0,Beta
major_test,0,5,1306,0.0,2936.0002,Global,s144,2023-07-22,319299.28,2703,0.0,1156.4286,0.0,Beta
major_test,0,5,1307,0.0,2936.0002,Global,s144,2023-07-23,316693.44,2689,0.0,1168.8572,0.0,Beta
major_test,0,5,1308,0.0,2936.0002,Global,s144,2023-07-24,314111.84,2681,0.0,1194.7142,0.0,Beta
major_test,0,5,1309,0.0,2936.0002,Global,s144,2023-07-25,311545.72,2675,0.0,1250.8572,0.0,Beta
major_test,0,5,1310,0.0,2936.0002,Global,s144,2023-07-26,309045.0,2653,0.0,1267.1428,0.0,Beta
major_test,0,5,1311,0.0,2936.0002,Global,s144,2023-07-27,306601.56,2640,0.0,1290.7142,0.0,Beta
major_test,0,5,1312,0.0,2936.0002,Global,s144,2023-07-28,304170.84,2627,0.0,1294.2858,0.0,Beta
major_test,0,5,1313,0.0,2936.0002,Global,s144,2023-07-29,301745.56,2620,0.0,1338.7142,0.0,Beta
major_test,0,5,1314,0.0,2936.0002,Global,s144,2023-07-30,299356.16,2612,0.0,1382.5714,0.0,Beta
major_test,0,5,1315,0.0,2936.0002,Global,s144,2023-07-31,296993.84,2607,0.0,1427.8572,0.0,Beta
major_test,0,5,1316,0.0,2936.0002,Global,s144,2023-08-01,294712.28,2607,0.0,1424.8572,0.0,Beta
major_test,0,5,1317,0.0,2936.0002,Global,s144,2023-08-02,292418.56,2583,0.0,1451.1428,0.0,Beta
major_test,0,5,1318,0.0,2936.0002,Global,s144,2023-08-03,290246.84,2557,0.0,1454.1428,0.0,Beta
major_test,0,5,1319,0.0,2936.0002,Global,s144,2023-08-04,288127.44,2531,0.0,1521.5714,0.0,Beta
major_test,0,5,1320,0.0,2936.0002,Global,s144,2023-08-05,286107.0,2519,0.0,1531.5714,0.0,Beta
major_test,0,5,1321,0.0,2936.0002,Global,s144,2023-08-06,284129.28,2505,0.0,1590.0,0.0,Beta
major_test,0,5,1322,0.0,2936.0002,Global,s144,2023-08-07,282269.44,2496,0.0,1586.5714,0.0,Beta
major_test,0,5,1323,0.0,2936.0002,Global,s144,2023-08-08,280451.28,2491,0.0,1591.0,0.0,Beta
major_test,0,5,1324,0.0,2936.0002,Global,s144,2023-08-09,278645.56,2467,0.0,1596.0,0.0,Beta
major_test,0,5,1325,0.0,2936.0002,Global,s144,2023-08-10,276884.84,2455,0.0,1599.8572,0.0,Beta
major_test,0,5,1326,0.0,2936.0002,Global,s144,2023-08-11,275156.44,2435,0.0,1633.7142,0.0,Beta
major_test,0,5,1327,0.0,2936.0002,Global,s144,2023-08-12,273414.84,2428,0.0,1631.4286,0.0,Beta
major_test,0,5,1328,0.0,2936.0002,Global,s144,2023-08-13,271603.44,2413,0.0,1626.4286,0.0,Beta
major_test,0,5,1329,0.0,2936.0002,Global,s144,2023-08-14,269793.0,2412,0.0,1676.0,0.0,Beta
major_test,0,5,1330,0.0,2936.0002,Global,s144,2023-08-15,267992.16,2410,0.0,1731.1428,0.0,Beta
major_test,0,5,1331,0.0,2936.0002,Global,s144,2023-08-16,266262.84,2388,0.0,1743.1428,0.0,Beta
major_test,0,5,1332,0.0,2936.0002,Global,s144,2023-08-17,264588.16,2373,0.0,1759.2858,0.0,Beta
major_test,0,5,1333,0.0,2936.0002,Global,s144,2023-08-18,262865.56,2359,0.0,1833.2858,0.0,Beta
major_test,0,5,1334,0.0,2936.0002,Global,s144,2023-08-19,261197.14,2350,0.0,1922.4286,0.0,Beta
major_test,0,5,1335,0.0,2936.0002,Global,s144,2023-08-20,259659.28,2340,0.0,1973.7142,0.0,Beta
major_test,0,5,1336,0.0,2936.0002,Global,s144,2023-08-21,258157.42,2332,0.0,2017.7142,0.0,Beta
major_test,0,5,1337,0.0,2936.0002,Global,s144,2023-08-22,256714.86,2320,0.0,2061.4285,0.0,Beta
major_test,0,5,1338,0.0,2936.0002,Global,s144,2023-08-23,255325.44,2287,0.0,2088.0,0.0,Beta
major_test,0,5,1339,0.0,2936.0002,Global,s144,2023-08-24,253974.72,2268,0.0,2143.1428,0.0,Beta
major_test,0,5,1340,0.0,2936.0002,Global,s144,2023-08-25,252734.58,2244,0.0,2210.0,0.0,Beta
major_test,0,5,1341,0.0,2936.0002,Global,s144,2023-08-26,251570.58,2241,0.0,2215.8572,0.0,Beta
major_test,0,5,1342,0.0,2936.0002,Global,s144,2023-08-27,250463.28,2222,0.0,2203.8572,0.0,Beta
major_test,0,5,1343,0.0,2936.0002,Global,s144,2023-08-28,249368.44,2217,0.0,2164.7144,0.0,Beta
major_test,0,5,1344,0.0,2936.0002,Global,s144,2023-08-29,248227.58,2211,0.0,2125.8572,0.0,Beta
major_test,0,5,1345,0.0,2936.0002,Global,s144,2023-08-30,247039.86,2190,0.0,2098.7144,0.0,Beta
major_test,0,5,1346,0.0,2936.0002,Global,s144,2023-08-31,245800.72,2170,0.0,2065.1428,0.0,Beta
major_test,0,5,1347,0.0,2936.0002,Global,s144,2023-09-01,244575.28,2155,0.0,2021.4286,0.0,Beta
major_test,0,5,1348,0.0,2936.0002,Global,s144,2023-09-02,243348.28,2138,0.0,2076.0,0.0,Beta
major_test,0,5,1349,0.0,2936.0002,Global,s144,2023-09-03,242167.72,2132,0.0,2137.0,0.0,Beta
major_test,0,5,1350,0.0,2936.0002,Global,s144,2023-09-04,241043.58,2136,0.0,2198.1428,0.0,Beta
major_test,0,5,1351,0.0,2936.0002,Global,s144,2023-09-05,239997.0,2130,0.0,2256.0,0.0,Beta
major_test,0,5,1352,0.0,2936.0002,Global,s144,2023-09-06,239020.86,2102,0.0,2304.8572,0.0,Beta
major_test,0,5,1353,0.0,2936.0002,Global,s144,2023-09-07,238130.44,2089,0.0,2341.7144,0.0,Beta
major_test,0,5,1354,0.0,2936.0002,Global,s144,2023-09-08,237295.86,2074,0.0,2490.7144,0.0,Beta
major_test,0,5,1355,0.0,2936.0002,Global,s144,2023-09-09,236620.14,2072,0.0,2459.8572,0.0,Beta
major_test,0,5,1356,0.0,2936.0002,Global,s144,2023-09-10,235954.86,2060,0.0,2424.1428,0.0,Beta
major_test,0,5,1357,0.0,2936.0002,Global,s144,2023-09-11,235308.14,2052,0.0,2401.4285,0.0,Beta
major_test,0,5,1358,0.0,2936.0002,Global,s144,2023-09-12,234676.86,2041,0.0,2361.5715,0.0,Beta
major_test,0,5,1359,0.0,2936.0002,Global,s144,2023-09-13,234043.14,2017,0.0,2343.1428,0.0,Beta
major_test,0,5,1360,0.0,2936.0002,Global,s144,2023-09-14,233408.28,1998,0.0,2308.0,0.0,Beta
major_test,0,5,1361,0.0,2936.0002,Global,s144,2023-09-15,232771.14,1990,0.0,2255.5715,0.0,Beta
major_test,0,5,1362,0.0,2936.0002,Global,s144,2023-09-16,232106.86,1981,0.0,2339.2856,0.0,Beta
major_test,0,5,1363,0.0,2936.0002,Global,s144,2023-09-17,231500.58,1974,0.0,2387.5715,0.0,Beta
major_test,0,5,1364,0.0,2936.0002,Global,s144,2023-09-18,230952.28,1971,0.0,2406.1428,0.0,Beta
major_test,0,5,1365,0.0,2936.0002,Global,s144,2023-09-19,230400.72,1964,0.0,2432.5715,0.0,Beta
major_test,0,5,1366,0.0,2936.0002,Global,s144,2023-09-20,229855.86,1948,0.0,2429.0,0.0,Beta
major_test,0,5,1367,0.0,2936.0002,Global,s144,2023-09-21,229289.72,1930,0.0,2442.2856,0.0,Beta
major_test,0,5,1368,0.0,2936.0002,Global,s144,2023-09-22,228752.72,1917,0.0,2420.8572,0.0,Beta
major_test,0,5,1369,0.0,2936.0002,Global,s144,2023-09-23,228242.28,1901,0.0,2323.7144,0.0,Beta
major_test,0,5,1370,0.0,2936.0002,Global,s144,2023-09-24,227736.86,1887,0.0,2274.2856,0.0,Beta
major_test,0,5,1371,0.0,2936.0002,Global,s144,2023-09-25,227232.44,1881,0.0,2244.2856,0.0,Beta
major_test,0,5,1372,0.0,2936.0002,Global,s144,2023-09-26,226724.44,1879,0.0,2202.7144,0.0,Beta
major_test,0,5,1373,0.0,2936.0002,Global,s144,2023-09-27,226207.86,1857,0.0,2194.0,0.0,Beta
major_test,0,5,1374,0.0,2936.0002,Global,s144,2023-09-28,225795.28,1848,0.0,2195.2856,0.0,Beta
major_test,0,5,1375,0.0,2936.0002,Global,s144,2023-09-29,225410.72,1836,0.0,2133.2856,0.0,Beta
major_test,0,5,1376,0.0,2936.0002,Global,s144,2023-09-30,225019.14,1826,0.0,2130.7144,0.0,Beta
major_test,0,5,1377,0.0,2936.0002,Global,s144,2023-10-01,224659.14,1815,0.0,2139.2856,0.0,Beta
major_test,0,5,1378,0.0,2936.0002,Global,s144,2023-10-02,224347.44,1808,0.0,2138.7144,0.0,Beta
major_test,0,5,1379,0.0,2936.0002,Global,s144,2023-10-03,224040.0,1803,0.0,2150.4285,0.0,Beta
major_test,0,5,1380,0.0,2936.0002,Global,s144,2023-10-04,223759.72,1781,0.0,2150.8572,0.0,Beta
major_test,0,5,1381,0.0,2936.0002,Global,s144,2023-10-05,223607.14,1772,0.0,2144.7144,0.0,Beta
major_test,0,5,1382,0.0,2936.0002,Global,s144,2023-10-06,223360.44,1763,0.0,2120.8572,0.0,Beta
major_test,0,5,1383,0.0,2936.0002,Global,s144,2023-10-07,223076.0,1757,0.0,2143.0,0.0,Beta
major_test,0,5,1384,0.0,2936.0002,Global,s144,2023-10-08,222781.72,1754,0.0,2107.7144,0.0,Beta
major_test,0,5,1385,0.0,2936.0002,Global,s144,2023-10-09,222424.14,1749,0.0,2074.0,0.0,Beta
major_test,0,5,1386,0.0,2936.0002,Global,s144,2023-10-10,222067.14,1747,0.0,2057.4285,0.0,Beta
major_test,0,5,1387,0.0,2936.0002,Global,s144,2023-10-11,221704.72,1743,0.0,2047.2858,0.0,Beta
major_test,0,5,1388,0.0,2936.0002,Global,s144,2023-10-12,221243.0,1735,0.0,2009.4286,0.0,Beta
major_test,0,5,1389,0.0,2936.0002,Global,s144,2023-10-13,220914.72,1727,0.0,2003.5714,0.0,Beta
major_test,0,5,1390,0.0,2936.0002,Global,s144,2023-10-14,220612.72,1722,0.0,1909.2858,0.0,Beta
major_test,0,5,1391,0.0,2936.0002,Global,s144,2023-10-15,220269.44,1712,0.0,1888.5714,0.0,Beta
major_test,0,5,1392,0.0,2936.0002,Global,s144,2023-10-16,219921.0,1712,0.0,1899.4286,0.0,Beta
major_test,0,5,1393,0.0,2936.0002,Global,s144,2023-10-17,219587.28,1708,0.0,1906.4286,0.0,Beta
major_test,0,5,1394,0.0,2936.0002,Global,s144,2023-10-18,219246.58,1692,0.0,1907.4286,0.0,Beta
major_test,0,5,1395,0.0,2936.0002,Global,s144,2023-10-19,218928.14,1681,0.0,1923.7142,0.0,Beta
major_test,0,5,1396,0.0,2936.0002,Global,s144,2023-10-20,218568.86,1673,0.0,1960.2858,0.0,Beta
major_test,0,5,1397,0.0,2936.0002,Global,s144,2023-10-21,218220.86,1662,0.0,1978.8572,0.0,Beta
major_test,0,5,1398,0.0,2936.0002,Global,s144,2023-10-22,217868.0,1656,0.0,1971.8572,0.0,Beta
major_test,0,5,1399,0.0,2936.0002,Global,s144,2023-10-23,217491.0,1653,0.0,1956.1428,0.0,Beta
major_test,0,5,1400,0.0,2936.0002,Global,s144,2023-10-24,217105.72,1644,0.0,1956.0,0.0,Beta
major_test,0,5,1401,0.0,2936.0002,Global,s144,2023-10-25,216745.58,1635,0.0,1936.2858,0.0,Beta
major_test,0,5,1402,0.0,2936.0002,Global,s144,2023-10-26,216499.86,1626,0.0,1922.8572,0.0,Beta
major_test,0,5,1403,0.0,2936.0002,Global,s144,2023-10-27,216192.58,1614,0.0,1916.5714,0.0,Beta
major_test,0,5,1404,0.0,2936.0002,Global,s144,2023-10-28,215901.58,1617,0.0,1898.7142,0.0,Beta
major_test,0,5,1405,0.0,2936.0002,Global,s144,2023-10-29,215599.58,1614,0.0,1884.7142,0.0,Beta
major_test,0,5,1406,0.0,2936.0002,Global,s144,2023-10-30,215333.72,1613,0.0,1890.2858,0.0,Beta
major_test,0,5,1407,0.0,2936.0002,Global,s144,2023-10-31,215056.86,1615,0.0,1860.4286,0.0,Beta
major_test,0,5,1408,0.0,2936.0002,Global,s144,2023-11-01,214766.0,1611,0.0,1883.4286,0.0,Beta
major_test,0,5,1409,0.0,2936.0002,Global,s144,2023-11-02,214503.0,1597,0.0,1908.8572,0.0,Beta
major_test,0,5,1410,0.0,2936.0002,Global,s144,2023-11-03,214339.72,1592,0.0,1904.2858,0.0,Beta
major_test,0,5,1411,0.0,2936.0002,Global,s144,2023-11-04,214177.0,1601,0.0,1916.8572,0.0,Beta
major_test,0,5,1412,0.0,2936.0002,Global,s144,2023-11-05,214046.86,1601,0.0,1929.0,0.0,Beta
major_test,0,5,1413,0.0,2936.0002,Global,s144,2023-11-06,213944.72,1597,0.0,1933.7142,0.0,Beta
major_test,0,5,1414,0.0,2936.0002,Global,s144,2023-11-07,213848.14,1597,0.0,1951.0,0.0,Beta
major_test,0,5,1415,0.0,2936.0002,Global,s144,2023-11-08,213749.14,1589,0.0,1934.1428,0.0,Beta
major_test,0,5,1416,0.0,2936.0002,Global,s144,2023-11-09,213584.28,1581,0.0,1924.2858,0.0,Beta
major_test,0,5,1417,0.0,2936.0002,Global,s144,2023-11-10,213449.58,1576,0.0,1928.7142,0.0,Beta
major_test,0,5,1418,0.0,2936.0002,Global,s144,2023-11-11,213351.0,1573,0.0,1956.7142,0.0,Beta
major_test,0,5,1419,0.0,2936.0002,Global,s144,2023-11-12,213295.86,1572,0.0,1955.8572,0.0,Beta
major_test,0,5,1420,0.0,2936.0002,Global,s144,2023-11-13,213231.28,1575,0.0,1940.4286,0.0,Beta
major_test,0,5,1421,0.0,2936.0002,Global,s144,2023-11-14,213171.72,1567,0.0,1955.8572,0.0,Beta
major_test,0,5,1422,0.0,2936.0002,Global,s144,2023-11-15,213117.72,1566,0.0,1982.7142,0.0,Beta
major_test,0,5,1423,0.0,2936.0002,Global,s144,2023-11-16,213077.86,1567,0.0,1991.2858,0.0,Beta
major_test,0,5,1424,0.0,2936.0002,Global,s144,2023-11-17,213037.72,1558,0.0,2048.5715,0.0,Beta
major_test,0,5,1425,0.0,2936.0002,Global,s144,2023-11-18,213083.28,1565,0.0,2019.0,0.0,Beta
major_test,0,5,1426,0.0,2936.0002,Global,s144,2023-11-19,213115.86,1565,0.0,2008.7142,0.0,Beta
major_test,0,5,1427,0.0,2936.0002,Global,s144,2023-11-20,213161.86,1569,0.0,1981.0,0.0,Beta
major_test,0,5,1428,0.0,2936.0002,Global,s144,2023-11-21,213218.86,1569,0.0,1984.5714,0.0,Beta
major_test,0,5,1429,0.0,2936.0002,Global,s144,2023-11-22,213307.86,1565,0.0,1966.8572,0.0,Beta
major_test,0,5,1430,0.0,2936.0002,Global,s144,2023-11-23,213477.72,1561,0.0,1963.0,0.0,Beta
major_test,0,5,1431,0.0,2936.0002,Global,s144,2023-11-24,213631.58,1558,0.0,1981.2858,0.0,Beta
major_test,0,5,1432,0.0,2936.0002,Global,s144,2023-11-25,213794.0,1563,0.0,2032.2858,0.0,Beta
major_test,0,5,1433,0.0,2936.0002,Global,s144,2023-11-26,214007.28,1562,0.0,2093.8572,0.0,Beta
major_test,0,5,1434,0.0,2936.0002,Global,s144,2023-11-27,214276.86,1560,0.0,2146.2856,0.0,Beta
major_test,0,5,1435,0.0,2936.0002,Global,s144,2023-11-28,214578.14,1556,0.0,2150.4285,0.0,Beta
major_test,0,5,1436,0.0,2936.0002,Global,s144,2023-11-29,214897.0,1551,0.0,2163.0,0.0,Beta
major_test,0,5,1437,0.0,2936.0002,Global,s144,2023-11-30,215224.42,1545,0.0,2174.4285,0.0,Beta
major_test,0,5,1438,0.0,2936.0002,Global,s144,2023-12-01,215634.44,1545,0.0,2247.1428,0.0,Beta
major_test,0,5,1439,0.0,2936.0002,Global,s144,2023-12-02,216132.86,1549,0.0,2256.5715,0.0,Beta
major_test,0,5,1440,0.0,2936.0002,Global,s144,2023-12-03,216677.72,1550,0.0,2238.0,0.0,Beta
major_test,0,5,1441,0.0,2936.0002,Global,s144,2023-12-04,217250.58,1551,0.0,2270.5715,0.0,Beta
major_test,0,5,1442,0.0,2936.0002,Global,s144,2023-12-05,217870.44,1552,0.0,2267.4285,0.0,Beta
major_test,0,5,1443,0.0,2936.0002,Global,s144,2023-12-06,218508.58,1542,0.0,2267.7144,0.0,Beta
major_test,0,5,1444,0.0,2936.0002,Global,s144,2023-12-07,219183.28,1537,0.0,2265.7144,0.0,Beta
major_test,0,5,1445,0.0,2936.0002,Global,s144,2023-12-08,219868.86,1536,0.0,2237.1428,0.0,Beta
major_test,0,5,1446,0.0,2936.0002,Global,s144,2023-12-09,220546.58,1532,0.0,2244.8572,0.0,Beta
major_test,0,5,1447,0.0,2936.0002,Global,s144,2023-12-10,221223.58,1533,0.0,2277.4285,0.0,Beta
major_test,0,5,1448,0.0,2936.0002,Global,s144,2023-12-11,221922.14,1532,0.0,2265.5715,0.0,Beta
major_test,0,5,1449,0.0,2936.0002,Global,s144,2023-12-12,222631.58,1526,0.0,2269.8572,0.0,Beta
major_test,0,5,1450,0.0,2936.0002,Global,s144,2023-12-13,223347.86,1519,0.0,2265.8572,0.0,Beta
major_test,0,5,1451,0.0,2936.0002,Global,s144,2023-12-14,224088.86,1510,0.0,2250.5715,0.0,Beta
major_test,0,5,1452,0.0,2936.0002,Global,s144,2023-12-15,224838.72,1505,0.0,2158.1428,0.0,Beta
major_test,0,5,1453,0.0,2936.0002,Global,s144,2023-12-16,225558.58,1501,0.0,2106.1428,0.0,Beta
major_test,0,5,1454,0.0,2936.0002,Global,s144,2023-12-17,226253.42,1498,0.0,2058.7144,0.0,Beta
major_test,0,5,1455,0.0,2936.0002,Global,s144,2023-12-18,226925.14,1499,0.0,2005.0,0.0,Beta
major_test,0,5,1456,0.0,2936.0002,Global,s144,2023-12-19,227582.0,1496,0.0,1963.8572,0.0,Beta
major_test,0,5,1457,0.0,2936.0002,Global,s144,2023-12-20,228232.28,1489,0.0,1951.7142,0.0,Beta
