ds,location_index,spike_index,t0_index,n_bg_isolates_target,n_isolates_target_cusum,location,spike_name,t0,n_bg_isolates,n_bg_clusters,target_isolates_t0,total_isolates_t0,target_ratio_t0,spike_name_mut
major_test,0,3762,0,0.0,0.0,Global,s164986,2019-12-24,0.0,0,0.2857143,0.2857143,1.0,WT
major_test,0,3762,1,0.2857143,0.2857143,Global,s164986,2019-12-25,0.2857143,1,0.2857143,0.2857143,1.0,WT
major_test,0,3762,2,0.5714286,0.5714286,Global,s164986,2019-12-26,0.5714286,1,0.2857143,0.2857143,1.0,WT
major_test,0,3762,3,0.8571429,0.8571429,Global,s164986,2019-12-27,0.8571429,1,2.7142856,3.0,0.90476185,WT
major_test,0,3762,4,3.5714285,3.5714285,Global,s164986,2019-12-28,3.5714285,1,2.5714285,2.857143,0.9,WT
major_test,0,3762,5,6.142857,6.142857,Global,s164986,2019-12-29,6.142857,1,3.0,3.5714285,0.84000003,WT
major_test,0,3762,6,9.142857,9.142857,Global,s164986,2019-12-30,9.285714,2,3.142857,3.7142856,0.84615386,WT
major_test,0,3762,7,12.285714,12.285713,Global,s164986,2019-12-31,12.571428,2,3.2857144,3.857143,0.8518519,WT
major_test,0,3762,8,15.571428,15.571427,Global,s164986,2020-01-01,16.0,2,3.2857144,4.0,0.8214286,WT
major_test,0,3762,9,18.857143,18.857141,Global,s164986,2020-01-02,19.571428,3,3.4285715,4.285714,0.8,WT
major_test,0,3762,10,22.285715,22.285713,Global,s164986,2020-01-03,23.285715,3,1.0,1.5714285,0.6363636,WT
major_test,0,3762,11,23.285715,23.285713,Global,s164986,2020-01-04,24.571428,3,1.0,1.5714285,0.6363636,WT
major_test,0,3762,12,24.285715,24.285713,Global,s164986,2020-01-05,25.857143,3,0.71428573,1.0,0.71428573,WT
major_test,0,3762,13,25.0,24.999998,Global,s164986,2020-01-06,26.714287,3,0.42857143,0.85714287,0.5,WT
major_test,0,3762,14,25.428572,25.42857,Global,s164986,2020-01-07,27.428572,3,0.42857143,4.428571,0.0967742,WT
major_test,0,3762,15,25.857143,25.857141,Global,s164986,2020-01-08,31.285715,5,0.85714287,4.714286,0.18181817,WT
major_test,0,3762,16,26.714285,26.714285,Global,s164986,2020-01-09,35.428574,5,0.71428573,4.428571,0.16129033,WT
major_test,0,3762,17,27.428572,27.42857,Global,s164986,2020-01-10,39.428574,5,1.2857143,5.142857,0.25,WT
major_test,0,3762,18,28.714285,28.714285,Global,s164986,2020-01-11,44.0,5,1.4285715,5.571429,0.25641024,WT
major_test,0,3762,19,30.142857,30.142857,Global,s164986,2020-01-12,48.714287,5,1.8571428,6.0,0.3095238,WT
major_test,0,3762,20,32.0,32.0,Global,s164986,2020-01-13,53.857143,5,2.2857144,6.428571,0.3555556,WT
major_test,0,3762,21,34.285713,34.285713,Global,s164986,2020-01-14,59.285713,5,2.5714285,3.7142856,0.6923077,WT
major_test,0,3762,22,36.857143,36.857143,Global,s164986,2020-01-15,62.142857,7,2.5714285,4.0,0.64285713,WT
major_test,0,3762,23,39.42857,39.428574,Global,s164986,2020-01-16,65.14286,7,3.7142856,7.142857,0.52,WT
major_test,0,3762,24,43.142857,43.14286,Global,s164986,2020-01-17,70.85714,8,4.142857,7.857143,0.5272727,WT
major_test,0,3762,25,47.285713,47.285717,Global,s164986,2020-01-18,77.14286,9,6.857143,10.857142,0.631579,WT
major_test,0,3762,26,54.142857,54.14286,Global,s164986,2020-01-19,86.28571,9,8.857142,13.428572,0.65957445,WT
major_test,0,3762,27,63.0,63.000004,Global,s164986,2020-01-20,97.57143,9,11.0,16.285715,0.6754386,WT
major_test,0,3762,28,74.0,74.0,Global,s164986,2020-01-21,111.14286,10,13.285714,18.571428,0.7153846,WT
major_test,0,3762,29,87.28571,87.28571,Global,s164986,2020-01-22,127.0,10,18.857143,24.571428,0.76744187,WT
major_test,0,3762,30,106.14286,106.14285,Global,s164986,2020-01-23,148.57143,11,23.0,27.714285,0.8298969,WT
major_test,0,3762,31,129.14285,129.14285,Global,s164986,2020-01-24,173.14285,13,26.428572,32.142857,0.82222223,WT
major_test,0,3762,32,155.57143,155.57143,Global,s164986,2020-01-25,201.85715,14,26.0,32.42857,0.80176216,WT
major_test,0,3762,33,181.57143,181.57143,Global,s164986,2020-01-26,230.85715,14,29.428572,37.42857,0.7862596,WT
major_test,0,3762,34,211.0,211.0,Global,s164986,2020-01-27,264.7143,16,32.142857,40.42857,0.795053,WT
major_test,0,3762,35,243.14285,243.14285,Global,s164986,2020-01-28,301.42856,16,33.0,41.285713,0.799308,WT
major_test,0,3762,36,276.14285,276.14285,Global,s164986,2020-01-29,338.7143,16,30.714285,40.714287,0.75438595,WT
major_test,0,3762,37,306.85715,306.85715,Global,s164986,2020-01-30,374.57144,18,30.428572,41.857143,0.72696245,WT
major_test,0,3762,38,337.2857,337.2857,Global,s164986,2020-01-31,410.85715,22,30.571428,41.285713,0.7404844,WT
major_test,0,3762,39,367.85715,367.85715,Global,s164986,2020-02-01,446.7143,22,31.0,42.142857,0.73559326,WT
major_test,0,3762,40,398.85715,398.85715,Global,s164986,2020-02-02,482.57144,23,29.285715,40.0,0.73214287,WT
major_test,0,3762,41,428.14285,428.14285,Global,s164986,2020-02-03,515.8571,23,28.857143,39.285713,0.73454547,WT
major_test,0,3762,42,457.0,457.0,Global,s164986,2020-02-04,548.7143,23,29.571428,41.142857,0.71875,WT
major_test,0,3762,43,486.57144,486.57144,Global,s164986,2020-02-05,583.8571,25,32.0,43.0,0.74418604,WT
major_test,0,3762,44,518.5714,518.5714,Global,s164986,2020-02-06,621.4286,25,30.0,41.714287,0.7191781,WT
major_test,0,3762,45,548.5714,548.5714,Global,s164986,2020-02-07,657.0,25,28.0,41.285713,0.6782007,WT
major_test,0,3762,46,576.5714,576.5714,Global,s164986,2020-02-08,691.1429,26,28.857143,41.857143,0.6894198,WT
major_test,0,3762,47,605.4286,605.4285,Global,s164986,2020-02-09,726.0,26,26.571428,38.714287,0.6863468,WT
major_test,0,3762,48,632.0,631.99994,Global,s164986,2020-02-10,758.1429,27,24.285715,36.42857,0.66666675,WT
major_test,0,3762,49,656.2857,656.28564,Global,s164986,2020-02-11,788.2857,27,23.285715,34.285713,0.67916673,WT
major_test,0,3762,50,679.5714,679.57135,Global,s164986,2020-02-12,815.8571,27,23.857143,33.857143,0.70464134,WT
major_test,0,3762,51,703.4286,703.42847,Global,s164986,2020-02-13,843.1429,27,25.142857,33.285713,0.75536484,WT
major_test,0,3762,52,728.5714,728.57135,Global,s164986,2020-02-14,871.1429,28,29.285715,36.142857,0.8102767,WT
major_test,0,3762,53,757.8571,757.85706,Global,s164986,2020-02-15,902.7143,28,28.714285,36.0,0.79761904,WT
major_test,0,3762,54,786.5714,786.57135,Global,s164986,2020-02-16,933.8571,28,29.857143,38.142857,0.7827716,WT
major_test,0,3762,55,816.4286,816.42847,Global,s164986,2020-02-17,966.8571,28,33.142857,42.142857,0.7864407,WT
major_test,0,3762,56,849.5714,849.57135,Global,s164986,2020-02-18,1003.1429,28,35.57143,46.42857,0.76615393,WT
major_test,0,3762,57,885.1429,885.14276,Global,s164986,2020-02-19,1043.7142,29,34.0,45.857143,0.741433,WT
major_test,0,3762,58,919.1429,919.14276,Global,s164986,2020-02-20,1083.5714,29,33.57143,45.42857,0.73899376,WT
major_test,0,3762,59,952.7143,952.7142,Global,s164986,2020-02-21,1123.2858,30,31.571428,46.857143,0.6737805,WT
major_test,0,3762,60,984.2857,984.2856,Global,s164986,2020-02-22,1163.4286,34,35.42857,52.0,0.68131864,WT
major_test,0,3762,61,1019.7143,1019.7142,Global,s164986,2020-02-23,1209.0,34,37.42857,58.0,0.6453202,WT
major_test,0,3762,62,1057.1428,1057.1427,Global,s164986,2020-02-24,1260.2858,34,39.57143,65.14286,0.60745615,WT
major_test,0,3762,63,1096.7142,1096.7141,Global,s164986,2020-02-25,1318.2858,36,45.285713,78.57143,0.5763636,WT
major_test,0,3762,64,1142.0,1141.9999,Global,s164986,2020-02-26,1387.1428,37,49.285713,89.0,0.55377203,WT
major_test,0,3762,65,1191.2858,1191.2856,Global,s164986,2020-02-27,1465.5714,38,55.142857,107.42857,0.51329786,WT
major_test,0,3762,66,1246.4286,1246.4285,Global,s164986,2020-02-28,1560.1428,43,67.85714,138.14285,0.49120992,WT
major_test,0,3762,67,1314.2858,1314.2856,Global,s164986,2020-02-29,1682.2858,45,77.42857,176.57143,0.43851134,WT
major_test,0,3762,68,1391.7142,1391.7142,Global,s164986,2020-03-01,1837.5714,51,90.57143,219.28572,0.41302928,WT
major_test,0,3762,69,1482.2858,1482.2856,Global,s164986,2020-03-02,2030.7142,59,106.85714,261.85715,0.40807417,WT
major_test,0,3762,70,1589.1428,1589.1428,Global,s164986,2020-03-03,2261.0,64,113.71429,292.2857,0.38905182,WT
major_test,0,3762,71,1702.8572,1702.857,Global,s164986,2020-03-04,2521.7144,73,120.28571,324.7143,0.37043554,WT
major_test,0,3762,72,1823.1428,1823.1428,Global,s164986,2020-03-05,2811.4285,79,128.71428,360.14285,0.35739785,WT
major_test,0,3762,73,1951.8572,1951.857,Global,s164986,2020-03-06,3135.2856,81,148.0,443.7143,0.33354798,WT
major_test,0,3762,74,2099.8572,2099.857,Global,s164986,2020-03-07,3539.4285,89,170.0,504.85715,0.33672893,WT
major_test,0,3762,75,2269.8572,2269.857,Global,s164986,2020-03-08,4002.0,98,181.71428,567.1429,0.320403,WT
major_test,0,3762,76,2451.5713,2451.5713,Global,s164986,2020-03-09,4522.2856,107,199.57143,657.8571,0.30336592,WT
major_test,0,3762,77,2651.1428,2651.1428,Global,s164986,2020-03-10,5127.2856,122,234.14285,780.8571,0.29985365,WT
major_test,0,3762,78,2885.2856,2885.2856,Global,s164986,2020-03-11,5845.143,140,260.85715,895.7143,0.2912281,WT
major_test,0,3762,79,3146.1428,3146.1428,Global,s164986,2020-03-12,6671.857,154,288.57144,1043.0,0.27667445,WT
major_test,0,3762,80,3434.7144,3434.7144,Global,s164986,2020-03-13,7638.7144,173,313.0,1205.5714,0.2596279,WT
major_test,0,3762,81,3747.7144,3747.7144,Global,s164986,2020-03-14,8756.571,190,333.57144,1360.4286,0.24519585,WT
major_test,0,3762,82,4081.2856,4081.286,Global,s164986,2020-03-15,10019.143,201,358.7143,1524.8572,0.23524451,WT
major_test,0,3762,83,4440.0,4440.0,Global,s164986,2020-03-16,11434.571,217,376.42856,1656.0,0.22731192,WT
major_test,0,3762,84,4816.4287,4816.4287,Global,s164986,2020-03-17,12970.571,234,393.7143,1773.8572,0.22195378,WT
major_test,0,3762,85,5210.143,5210.143,Global,s164986,2020-03-18,14613.143,245,402.57144,1842.4286,0.21850044,WT
major_test,0,3762,86,5612.7144,5612.7144,Global,s164986,2020-03-19,16316.143,257,408.2857,1880.0,0.21717325,WT
major_test,0,3762,87,6021.0,6021.0,Global,s164986,2020-03-20,18050.143,273,419.42856,1951.2858,0.21494983,WT
major_test,0,3762,88,6440.4287,6440.4287,Global,s164986,2020-03-21,19843.0,288,429.7143,2036.4286,0.21101367,WT
major_test,0,3762,89,6870.143,6870.143,Global,s164986,2020-03-22,21708.285,295,448.7143,2111.4285,0.21251693,WT
major_test,0,3762,90,7318.857,7318.8574,Global,s164986,2020-03-23,23642.857,310,449.57144,2168.5715,0.20731226,WT
major_test,0,3762,91,7768.4287,7768.4287,Global,s164986,2020-03-24,25628.0,319,437.2857,2223.1428,0.19669709,WT
major_test,0,3762,92,8205.714,8205.715,Global,s164986,2020-03-25,27660.428,337,435.57144,2256.2856,0.193048,WT
major_test,0,3762,93,8641.286,8641.286,Global,s164986,2020-03-26,29721.0,346,420.57144,2255.2856,0.18648256,WT
major_test,0,3762,94,9061.857,9061.857,Global,s164986,2020-03-27,31776.572,359,399.85715,2301.4285,0.17374302,WT
major_test,0,3762,95,9461.714,9461.715,Global,s164986,2020-03-28,33870.145,372,379.42856,2294.1428,0.16539012,WT
major_test,0,3762,96,9841.143,9841.144,Global,s164986,2020-03-29,35953.57,378,359.57144,2285.5715,0.15732233,WT
major_test,0,3762,97,10200.714,10200.715,Global,s164986,2020-03-30,38028.0,388,331.85715,2254.4285,0.14720234,WT
major_test,0,3762,98,10532.571,10532.572,Global,s164986,2020-03-31,40072.0,395,303.7143,2210.2856,0.13740952,WT
major_test,0,3762,99,10836.286,10836.286,Global,s164986,2020-04-01,42079.0,406,280.14285,2175.2856,0.1287844,WT
major_test,0,3762,100,11116.429,11116.429,Global,s164986,2020-04-02,44056.855,412,263.14285,2131.7144,0.12344189,WT
major_test,0,3762,101,11379.571,11379.571,Global,s164986,2020-04-03,45992.145,416,248.85715,2065.2856,0.12049527,WT
major_test,0,3762,102,11628.429,11628.429,Global,s164986,2020-04-04,47871.43,423,230.42857,2008.4286,0.114730775,WT
major_test,0,3762,103,11858.857,11858.857,Global,s164986,2020-04-05,49703.0,428,208.57143,1962.2858,0.106290035,WT
major_test,0,3762,104,12067.429,12067.429,Global,s164986,2020-04-06,51489.285,440,203.57143,1913.5714,0.10638298,WT
major_test,0,3762,105,12271.0,12271.0,Global,s164986,2020-04-07,53232.0,443,198.57143,1871.2858,0.10611497,WT
major_test,0,3762,106,12469.571,12469.571,Global,s164986,2020-04-08,54934.57,445,189.71428,1854.7142,0.102287605,WT
major_test,0,3762,107,12659.286,12659.285,Global,s164986,2020-04-09,56616.86,454,187.14285,1818.8572,0.10289035,WT
major_test,0,3762,108,12846.429,12846.428,Global,s164986,2020-04-10,58269.285,455,171.71428,1755.7142,0.09780309,WT
major_test,0,3762,109,13018.143,13018.142,Global,s164986,2020-04-11,59863.285,460,161.57143,1721.0,0.09388229,WT
major_test,0,3762,110,13179.714,13179.713,Global,s164986,2020-04-12,61425.57,465,147.57143,1653.7142,0.08923635,WT
major_test,0,3762,111,13327.286,13327.284,Global,s164986,2020-04-13,62924.855,469,135.85715,1620.8572,0.083818085,WT
major_test,0,3762,112,13463.143,13463.142,Global,s164986,2020-04-14,64392.285,473,128.57143,1581.5714,0.08129347,WT
major_test,0,3762,113,13591.714,13591.713,Global,s164986,2020-04-15,65817.57,477,121.0,1528.1428,0.07918108,WT
major_test,0,3762,114,13712.714,13712.713,Global,s164986,2020-04-16,67193.71,480,110.42857,1483.8572,0.074419945,WT
major_test,0,3762,115,13823.143,13823.142,Global,s164986,2020-04-17,68526.71,483,106.0,1456.0,0.0728022,WT
major_test,0,3762,116,13929.143,13929.142,Global,s164986,2020-04-18,69829.43,487,100.71429,1404.1428,0.07172652,WT
major_test,0,3762,117,14029.857,14029.855,Global,s164986,2020-04-19,71081.14,492,95.85714,1371.4286,0.069895834,WT
major_test,0,3762,118,14125.714,14125.713,Global,s164986,2020-04-20,72303.86,496,92.71429,1336.1428,0.0693895,WT
major_test,0,3762,119,14218.429,14218.427,Global,s164986,2020-04-21,73492.71,504,84.71429,1285.5714,0.06589621,WT
major_test,0,3762,120,14303.143,14303.141,Global,s164986,2020-04-22,74639.43,506,83.0,1238.4286,0.067020416,WT
major_test,0,3762,121,14386.143,14386.141,Global,s164986,2020-04-23,75744.29,510,89.28571,1224.1428,0.07293733,WT
major_test,0,3762,122,14475.429,14475.427,Global,s164986,2020-04-24,76834.86,515,82.57143,1178.0,0.07009459,WT
major_test,0,3762,123,14558.0,14557.998,Global,s164986,2020-04-25,77883.14,517,75.57143,1142.4286,0.0661498,WT
major_test,0,3762,124,14633.571,14633.569,Global,s164986,2020-04-26,78898.0,520,67.14286,1121.4286,0.059872612,WT
major_test,0,3762,125,14700.714,14700.712,Global,s164986,2020-04-27,79886.43,524,63.42857,1119.0,0.05668326,WT
major_test,0,3762,126,14764.143,14764.141,Global,s164986,2020-04-28,80871.29,525,64.0,1114.1428,0.057443265,WT
major_test,0,3762,127,14828.143,14828.141,Global,s164986,2020-04-29,81852.57,526,59.0,1112.5714,0.053030305,WT
major_test,0,3762,128,14887.143,14887.141,Global,s164986,2020-04-30,82830.86,527,48.57143,1097.8572,0.044242032,WT
major_test,0,3762,129,14935.714,14935.712,Global,s164986,2020-05-01,83798.43,528,46.0,1073.2858,0.042859044,WT
major_test,0,3762,130,14981.714,14981.712,Global,s164986,2020-05-02,84747.29,530,45.0,1063.8572,0.04229891,WT
major_test,0,3762,131,15026.714,15026.712,Global,s164986,2020-05-03,85686.14,532,47.142857,1017.5714,0.046328794,WT
major_test,0,3762,132,15073.857,15073.8545,Global,s164986,2020-05-04,86588.71,537,43.857143,973.7143,0.04504108,WT
major_test,0,3762,133,15117.714,15117.712,Global,s164986,2020-05-05,87454.71,539,38.285713,933.5714,0.041009948,WT
major_test,0,3762,134,15156.0,15155.998,Global,s164986,2020-05-06,88279.43,539,41.0,916.2857,0.04474587,WT
major_test,0,3762,135,15197.0,15196.998,Global,s164986,2020-05-07,89088.29,542,43.0,901.1429,0.047717184,WT
major_test,0,3762,136,15240.0,15239.998,Global,s164986,2020-05-08,89883.71,542,41.0,871.2857,0.047056895,WT
major_test,0,3762,137,15281.0,15280.998,Global,s164986,2020-05-09,90650.0,551,40.285713,841.7143,0.047861505,WT
major_test,0,3762,138,15321.286,15321.284,Global,s164986,2020-05-10,91394.14,552,37.857143,835.8571,0.045291405,WT
major_test,0,3762,139,15359.143,15359.142,Global,s164986,2020-05-11,92133.43,557,35.0,843.8571,0.041476216,WT
major_test,0,3762,140,15394.143,15394.142,Global,s164986,2020-05-12,92879.0,559,43.142857,872.8571,0.04942717,WT
major_test,0,3762,141,15437.286,15437.284,Global,s164986,2020-05-13,93652.14,561,41.142857,855.1429,0.04811226,WT
major_test,0,3762,142,15478.429,15478.427,Global,s164986,2020-05-14,94411.57,562,41.857143,855.4286,0.048931196,WT
major_test,0,3762,143,15520.286,15520.284,Global,s164986,2020-05-15,95170.43,563,43.857143,876.8571,0.050016295,WT
major_test,0,3762,144,15564.143,15564.142,Global,s164986,2020-05-16,95942.14,567,45.714287,899.2857,0.050833996,WT
major_test,0,3762,145,15609.857,15609.855,Global,s164986,2020-05-17,96730.0,569,43.142857,888.0,0.048584297,WT
major_test,0,3762,146,15653.0,15652.998,Global,s164986,2020-05-18,97503.43,572,42.285713,844.5714,0.05006766,WT
major_test,0,3762,147,15695.286,15695.284,Global,s164986,2020-05-19,98238.57,572,32.142857,803.4286,0.04000711,WT
major_test,0,3762,148,15727.429,15727.427,Global,s164986,2020-05-20,98937.29,573,31.142857,790.4286,0.039399963,WT
major_test,0,3762,149,15758.571,15758.569,Global,s164986,2020-05-21,99621.14,574,30.571428,776.8571,0.039352704,WT
major_test,0,3762,150,15789.143,15789.141,Global,s164986,2020-05-22,100292.57,576,24.857143,703.0,0.035358667,WT
major_test,0,3762,151,15814.0,15813.998,Global,s164986,2020-05-23,100902.29,579,20.285715,662.0,0.030643074,WT
major_test,0,3762,152,15834.286,15834.284,Global,s164986,2020-05-24,101474.86,580,22.0,656.2857,0.033521987,WT
major_test,0,3762,153,15856.286,15856.284,Global,s164986,2020-05-25,102045.0,581,22.714285,632.0,0.035940323,WT
major_test,0,3762,154,15879.0,15878.998,Global,s164986,2020-05-26,102587.57,583,21.857143,605.2857,0.036110457,WT
major_test,0,3762,155,15900.857,15900.855,Global,s164986,2020-05-27,103105.86,584,20.285715,598.4286,0.033898305,WT
major_test,0,3762,156,15921.143,15921.142,Global,s164986,2020-05-28,103619.86,586,16.285715,585.1429,0.027832031,WT
major_test,0,3762,157,15937.429,15937.428,Global,s164986,2020-05-29,104122.29,586,15.142858,602.4286,0.025136353,WT
major_test,0,3762,158,15952.571,15952.57,Global,s164986,2020-05-30,104641.43,589,13.571428,602.2857,0.022533206,WT
major_test,0,3762,159,15966.143,15966.142,Global,s164986,2020-05-31,105159.86,590,12.142858,589.5714,0.020596076,WT
major_test,0,3762,160,15978.286,15978.284,Global,s164986,2020-06-01,105669.14,591,11.0,604.8571,0.018186113,WT
major_test,0,3762,161,15989.286,15989.284,Global,s164986,2020-06-02,106196.43,592,11.857142,617.1429,0.019212961,WT
major_test,0,3762,162,16001.143,16001.142,Global,s164986,2020-06-03,106735.29,592,12.0,616.5714,0.019462466,WT
major_test,0,3762,163,16013.143,16013.142,Global,s164986,2020-06-04,107273.0,592,13.0,636.7143,0.020417321,WT
major_test,0,3762,164,16026.143,16026.142,Global,s164986,2020-06-05,107829.71,593,13.857142,661.4286,0.020950323,WT
major_test,0,3762,165,16040.0,16039.999,Global,s164986,2020-06-06,108410.43,595,13.0,682.1429,0.01905759,WT
major_test,0,3762,166,16053.0,16052.999,Global,s164986,2020-06-07,109011.29,599,12.428572,703.0,0.017679334,WT
major_test,0,3762,167,16065.429,16065.428,Global,s164986,2020-06-08,109626.0,602,16.142857,762.4286,0.021172943,WT
major_test,0,3762,168,16081.571,16081.57,Global,s164986,2020-06-09,110294.0,603,14.571428,806.7143,0.018062688,WT
major_test,0,3762,169,16096.143,16096.142,Global,s164986,2020-06-10,111000.71,604,16.0,868.4286,0.018424083,WT
major_test,0,3762,170,16112.143,16112.142,Global,s164986,2020-06-11,111765.29,604,16.285715,890.5714,0.018286815,WT
major_test,0,3762,171,16128.429,16128.428,Global,s164986,2020-06-12,112550.0,605,16.571428,926.8571,0.017879162,WT
major_test,0,3762,172,16145.0,16144.999,Global,s164986,2020-06-13,113366.29,605,18.571428,1017.8571,0.018245615,WT
major_test,0,3762,173,16163.571,16163.57,Global,s164986,2020-06-14,114264.43,605,20.0,1054.8572,0.018959913,WT
major_test,0,3762,174,16183.571,16183.57,Global,s164986,2020-06-15,115199.57,607,15.428572,1065.1428,0.014484979,WT
major_test,0,3762,175,16199.0,16198.999,Global,s164986,2020-06-16,116143.14,609,17.0,1094.8572,0.015527139,WT
major_test,0,3762,176,16216.0,16215.999,Global,s164986,2020-06-17,117115.29,609,15.0,1085.4286,0.013819426,WT
major_test,0,3762,177,16231.0,16230.999,Global,s164986,2020-06-18,118077.0,609,13.857142,1088.4286,0.012731329,WT
major_test,0,3762,178,16244.857,16244.856,Global,s164986,2020-06-19,119040.14,610,14.0,1054.7142,0.013273737,WT
major_test,0,3762,179,16258.857,16258.856,Global,s164986,2020-06-20,119972.57,611,13.857142,990.8571,0.013985006,WT
major_test,0,3762,180,16272.714,16272.714,Global,s164986,2020-06-21,120850.71,611,11.428572,991.2857,0.01152904,WT
major_test,0,3762,181,16283.857,16284.143,Global,s164986,2020-06-22,121725.43,613,11.714286,966.2857,0.0121230045,WT
major_test,0,3762,182,16295.286,16295.856,Global,s164986,2020-06-23,122578.0,615,10.714286,922.5714,0.011613503,WT
major_test,0,3762,183,16305.714,16306.57,Global,s164986,2020-06-24,123392.0,618,11.142858,900.5714,0.012373097,WT
major_test,0,3762,184,16314.143,16317.713,Global,s164986,2020-06-25,124185.14,622,11.285714,879.2857,0.012835094,WT
major_test,0,3762,185,16322.857,16328.999,Global,s164986,2020-06-26,124958.71,626,10.857142,899.5714,0.012069239,WT
major_test,0,3762,186,16330.714,16339.856,Global,s164986,2020-06-27,125746.86,626,9.142858,896.8571,0.0101943305,WT
major_test,0,3762,187,16336.714,16348.999,Global,s164986,2020-06-28,126525.29,628,10.0,920.4286,0.010864504,WT
major_test,0,3762,188,16343.429,16358.999,Global,s164986,2020-06-29,127328.86,634,9.714286,970.2857,0.010011779,WT
major_test,0,3762,189,16349.857,16368.713,Global,s164986,2020-06-30,128180.14,638,8.857142,998.0,0.008874892,WT
major_test,0,3762,190,16355.286,16377.57,Global,s164986,2020-07-01,129053.57,640,9.571428,1013.1429,0.009447264,WT
major_test,0,3762,191,16363.857,16387.143,Global,s164986,2020-07-02,129942.0,642,9.428572,1016.1429,0.009278785,WT
major_test,0,3762,192,16372.286,16396.57,Global,s164986,2020-07-03,130835.14,643,8.857142,1029.5714,0.008602747,WT
major_test,0,3762,193,16380.429,16405.428,Global,s164986,2020-07-04,131745.86,648,8.0,1059.1428,0.007553278,WT
major_test,0,3762,194,16388.0,16413.428,Global,s164986,2020-07-05,132682.58,649,9.857142,1074.4286,0.0091743115,WT
major_test,0,3762,195,16397.428,16423.285,Global,s164986,2020-07-06,133628.42,656,11.857142,1068.8572,0.01109329,WT
major_test,0,3762,196,16408.428,16435.143,Global,s164986,2020-07-07,134565.28,657,17.142857,1078.4286,0.015896145,WT
major_test,0,3762,197,16424.857,16452.285,Global,s164986,2020-07-08,135504.42,659,17.142857,1069.4286,0.016029922,WT
major_test,0,3762,198,16440.715,16469.428,Global,s164986,2020-07-09,136431.72,661,17.285715,1082.2858,0.01597149,WT
major_test,0,3762,199,16456.572,16486.713,Global,s164986,2020-07-10,137367.14,666,17.142857,1115.0,0.015374759,WT
major_test,0,3762,200,16471.857,16503.855,Global,s164986,2020-07-11,138323.42,672,17.285715,1125.8572,0.015353382,WT
major_test,0,3762,201,16486.857,16521.14,Global,s164986,2020-07-12,139293.14,672,14.428572,1147.0,0.0125794,WT
major_test,0,3762,202,16498.715,16535.568,Global,s164986,2020-07-13,140283.28,674,12.142858,1144.1428,0.010613061,WT
major_test,0,3762,203,16508.285,16547.71,Global,s164986,2020-07-14,141264.58,677,7.142857,1162.7142,0.006143261,WT
major_test,0,3762,204,16511.715,16554.854,Global,s164986,2020-07-15,142262.14,684,6.428571,1213.2858,0.005298481,WT
major_test,0,3762,205,16514.0,16561.281,Global,s164986,2020-07-16,143307.0,687,6.428571,1233.2858,0.005212556,WT
major_test,0,3762,206,16513.572,16567.709,Global,s164986,2020-07-17,144371.14,687,5.428571,1220.5714,0.0044475654,WT
major_test,0,3762,207,16510.143,16573.137,Global,s164986,2020-07-18,145424.58,692,5.571429,1213.4286,0.0045914766,WT
major_test,0,3762,208,16504.715,16578.709,Global,s164986,2020-07-19,146469.86,696,5.428571,1170.1428,0.004639238,WT
major_test,0,3762,209,16496.857,16584.137,Global,s164986,2020-07-20,147475.0,699,5.285714,1159.0,0.004560582,WT
major_test,0,3762,210,16483.285,16589.422,Global,s164986,2020-07-21,148471.72,700,4.714286,1128.8572,0.004176158,WT
major_test,0,3762,211,16465.0,16594.137,Global,s164986,2020-07-22,149443.72,699,3.7142856,1106.2858,0.0033574377,WT
major_test,0,3762,212,16442.285,16597.852,Global,s164986,2020-07-23,150394.0,700,3.5714285,1082.2858,0.0032998943,WT
major_test,0,3762,213,16419.857,16601.424,Global,s164986,2020-07-24,151319.72,700,3.4285715,1120.4286,0.0030600536,WT
major_test,0,3762,214,16393.857,16604.852,Global,s164986,2020-07-25,152276.14,701,3.142857,1105.2858,0.0028434792,WT
major_test,0,3762,215,16364.857,16607.994,Global,s164986,2020-07-26,153216.58,704,3.0,1108.2858,0.002706883,WT
major_test,0,3762,216,16334.857,16610.994,Global,s164986,2020-07-27,154156.28,704,2.5714285,1108.5714,0.0023195876,WT
major_test,0,3762,217,16306.714,16613.566,Global,s164986,2020-07-28,155097.0,706,2.7142856,1109.2858,0.0024468768,WT
major_test,0,3762,218,16279.0,16616.281,Global,s164986,2020-07-29,156033.72,707,2.857143,1111.8572,0.0025697032,WT
major_test,0,3762,219,16251.286,16619.139,Global,s164986,2020-07-30,156970.0,712,3.0,1127.5714,0.0026605853,WT
major_test,0,3762,220,16223.286,16622.139,Global,s164986,2020-07-31,157920.72,711,3.5714285,1087.1428,0.0032851512,WT
major_test,0,3762,221,16197.571,16625.71,Global,s164986,2020-08-01,158838.86,712,3.2857144,1096.7142,0.0029959623,WT
major_test,0,3762,222,16172.0,16628.996,Global,s164986,2020-08-02,159762.0,715,2.857143,1084.4286,0.002634699,WT
major_test,0,3762,223,16145.286,16631.854,Global,s164986,2020-08-03,160673.28,716,3.142857,1086.4286,0.0028928337,WT
major_test,0,3762,224,16116.429,16634.996,Global,s164986,2020-08-04,161582.0,718,2.857143,1078.2858,0.0026497084,WT
