t0,location,spike_name,t1,target_ratio_t1_output,ds,location_index,spike_index,t0_index,n_bg_isolates_target,n_isolates_target_cusum,n_bg_isolates,n_bg_clusters,target_isolates_t0,total_isolates_t0,target_ratio_t0,spike_name_mut,target_isolates_t1,total_isolates_t1,target_ratio_t1_label,target_ratio_t1_mask
2019-12-24,Global,s164986,30,0.004951708018779755,major_test,0,3762,0,0.0,0.0,0.0,0,0.2857143,0.2857143,1.0,WT,23.0,27.714285,0.8298969,0
2019-12-25,Global,s164986,30,0.5746726393699646,major_test,0,3762,1,0.2857143,0.2857143,0.2857143,1,0.2857143,0.2857143,1.0,WT,26.428572,32.142857,0.82222223,0
2019-12-26,Global,s164986,30,0.5747234225273132,major_test,0,3762,2,0.5714286,0.5714286,0.5714286,1,0.2857143,0.2857143,1.0,WT,26.0,32.42857,0.80176216,0
2019-12-27,Global,s164986,30,0.5750161409378052,major_test,0,3762,3,0.8571429,0.8571429,0.8571429,1,2.7142856,3.0,0.90476185,WT,29.428572,37.42857,0.7862596,0
2019-12-28,Global,s164986,30,0.6079642176628113,major_test,0,3762,4,3.5714285,3.5714285,3.5714285,1,2.5714285,2.857143,0.9,WT,32.142857,40.42857,0.795053,0
2019-12-29,Global,s164986,30,0.6080183386802673,major_test,0,3762,5,6.142857,6.142857,6.142857,1,3.0,3.5714285,0.84000003,WT,33.0,41.285713,0.799308,0
2019-12-30,Global,s164986,30,0.6120304465293884,major_test,0,3762,6,9.142857,9.142857,9.285714,2,3.142857,3.7142856,0.84615386,WT,30.714285,40.714287,0.75438595,0
2019-12-31,Global,s164986,30,0.6133772730827332,major_test,0,3762,7,12.285714,12.285713,12.571428,2,3.2857144,3.857143,0.8518519,WT,30.428572,41.857143,0.72696245,0
2020-01-01,Global,s164986,30,0.6131160855293274,major_test,0,3762,8,15.571428,15.571427,16.0,2,3.2857144,4.0,0.8214286,WT,30.571428,41.285713,0.7404844,0
2020-01-02,Global,s164986,30,0.6151928305625916,major_test,0,3762,9,18.857143,18.857141,19.571428,3,3.4285715,4.285714,0.8,WT,31.0,42.142857,0.73559326,0
2020-01-03,Global,s164986,30,0.6128795742988586,major_test,0,3762,10,22.285715,22.285713,23.285715,3,1.0,1.5714285,0.6363636,WT,29.285715,40.0,0.73214287,0
2020-01-04,Global,s164986,30,0.609133243560791,major_test,0,3762,11,23.285715,23.285713,24.571428,3,1.0,1.5714285,0.6363636,WT,28.857143,39.285713,0.73454547,0
2020-01-05,Global,s164986,30,0.6074379682540894,major_test,0,3762,12,24.285715,24.285713,25.857143,3,0.71428573,1.0,0.71428573,WT,29.571428,41.142857,0.71875,0
2020-01-06,Global,s164986,30,0.5968915820121765,major_test,0,3762,13,25.0,24.999998,26.714287,3,0.42857143,0.85714287,0.5,WT,32.0,43.0,0.74418604,0
2020-01-07,Global,s164986,30,0.5041369795799255,major_test,0,3762,14,25.428572,25.42857,27.428572,3,0.42857143,4.428571,0.0967742,WT,30.0,41.714287,0.7191781,0
2020-01-08,Global,s164986,30,0.1088893935084343,major_test,0,3762,15,25.857143,25.857141,31.285715,5,0.85714287,4.714286,0.18181817,WT,28.0,41.285713,0.6782007,0
2020-01-09,Global,s164986,30,0.13319459557533264,major_test,0,3762,16,26.714285,26.714285,35.428574,5,0.71428573,4.428571,0.16129033,WT,28.857143,41.857143,0.6894198,0
2020-01-10,Global,s164986,30,0.07135866582393646,major_test,0,3762,17,27.428572,27.42857,39.428574,5,1.2857143,5.142857,0.25,WT,26.571428,38.714287,0.6863468,0
2020-01-11,Global,s164986,30,0.03892103582620621,major_test,0,3762,18,28.714285,28.714285,44.0,5,1.4285715,5.571429,0.25641024,WT,24.285715,36.42857,0.66666675,0
2020-01-12,Global,s164986,30,0.0487566813826561,major_test,0,3762,19,30.142857,30.142857,48.714287,5,1.8571428,6.0,0.3095238,WT,23.285715,34.285713,0.67916673,0
2020-01-13,Global,s164986,30,0.05840981379151344,major_test,0,3762,20,32.0,32.0,53.857143,5,2.2857144,6.428571,0.3555556,WT,23.857143,33.857143,0.70464134,0
2020-01-14,Global,s164986,30,0.07337847352027893,major_test,0,3762,21,34.285713,34.285713,59.285713,5,2.5714285,3.7142856,0.6923077,WT,25.142857,33.285713,0.75536484,0
2020-01-15,Global,s164986,30,0.32987675070762634,major_test,0,3762,22,36.857143,36.857143,62.142857,7,2.5714285,4.0,0.64285713,WT,29.285715,36.142857,0.8102767,0
2020-01-16,Global,s164986,30,0.3588094115257263,major_test,0,3762,23,39.42857,39.428574,65.14286,7,3.7142856,7.142857,0.52,WT,28.714285,36.0,0.79761904,0
2020-01-17,Global,s164986,30,0.23914632201194763,major_test,0,3762,24,43.142857,43.14286,70.85714,8,4.142857,7.857143,0.5272727,WT,29.857143,38.142857,0.7827716,0
2020-01-18,Global,s164986,30,0.42702922224998474,major_test,0,3762,25,47.285713,47.285717,77.14286,9,6.857143,10.857142,0.631579,WT,33.142857,42.142857,0.7864407,0
2020-01-19,Global,s164986,30,0.5179509520530701,major_test,0,3762,26,54.142857,54.14286,86.28571,9,8.857142,13.428572,0.65957445,WT,35.57143,46.42857,0.76615393,0
2020-01-20,Global,s164986,30,0.5219389200210571,major_test,0,3762,27,63.0,63.000004,97.57143,9,11.0,16.285715,0.6754386,WT,34.0,45.857143,0.741433,0
2020-01-21,Global,s164986,30,0.5239198803901672,major_test,0,3762,28,74.0,74.0,111.14286,10,13.285714,18.571428,0.7153846,WT,33.57143,45.42857,0.73899376,0
2020-01-22,Global,s164986,30,0.5571863651275635,major_test,0,3762,29,87.28571,87.28571,127.0,10,18.857143,24.571428,0.76744187,WT,31.571428,46.857143,0.6737805,0
2020-01-23,Global,s164986,30,0.5803435444831848,major_test,0,3762,30,106.14286,106.14285,148.57143,11,23.0,27.714285,0.8298969,WT,35.42857,52.0,0.68131864,0
2020-01-24,Global,s164986,30,0.5772338509559631,major_test,0,3762,31,129.14285,129.14285,173.14285,13,26.428572,32.142857,0.82222223,WT,37.42857,58.0,0.6453202,0
2020-01-25,Global,s164986,30,0.5849537253379822,major_test,0,3762,32,155.57143,155.57143,201.85715,14,26.0,32.42857,0.80176216,WT,39.57143,65.14286,0.60745615,0
2020-01-26,Global,s164986,30,0.5942914485931396,major_test,0,3762,33,181.57143,181.57143,230.85715,14,29.428572,37.42857,0.7862596,WT,45.285713,78.57143,0.5763636,0
2020-01-27,Global,s164986,30,0.5758187174797058,major_test,0,3762,34,211.0,211.0,264.7143,16,32.142857,40.42857,0.795053,WT,49.285713,89.0,0.55377203,0
2020-01-28,Global,s164986,30,0.5786375403404236,major_test,0,3762,35,243.14285,243.14285,301.42856,16,33.0,41.285713,0.799308,WT,55.142857,107.42857,0.51329786,1
2020-01-29,Global,s164986,30,0.5797363519668579,major_test,0,3762,36,276.14285,276.14285,338.7143,16,30.714285,40.714287,0.75438595,WT,67.85714,138.14285,0.49120992,1
2020-01-30,Global,s164986,30,0.5454658269882202,major_test,0,3762,37,306.85715,306.85715,374.57144,18,30.428572,41.857143,0.72696245,WT,77.42857,176.57143,0.43851134,1
2020-01-31,Global,s164986,30,0.5382455587387085,major_test,0,3762,38,337.2857,337.2857,410.85715,22,30.571428,41.285713,0.7404844,WT,90.57143,219.28572,0.41302928,1
2020-02-01,Global,s164986,30,0.5506990551948547,major_test,0,3762,39,367.85715,367.85715,446.7143,22,31.0,42.142857,0.73559326,WT,106.85714,261.85715,0.40807417,1
2020-02-02,Global,s164986,30,0.5182533860206604,major_test,0,3762,40,398.85715,398.85715,482.57144,23,29.285715,40.0,0.73214287,WT,113.71429,292.2857,0.38905182,1
2020-02-03,Global,s164986,30,0.5428847670555115,major_test,0,3762,41,428.14285,428.14285,515.8571,23,28.857143,39.285713,0.73454547,WT,120.28571,324.7143,0.37043554,1
2020-02-04,Global,s164986,30,0.5535892844200134,major_test,0,3762,42,457.0,457.0,548.7143,23,29.571428,41.142857,0.71875,WT,128.71428,360.14285,0.35739785,1
2020-02-05,Global,s164986,30,0.5268171429634094,major_test,0,3762,43,486.57144,486.57144,583.8571,25,32.0,43.0,0.74418604,WT,148.0,443.7143,0.33354798,1
2020-02-06,Global,s164986,30,0.5360125303268433,major_test,0,3762,44,518.5714,518.5714,621.4286,25,30.0,41.714287,0.7191781,WT,170.0,504.85715,0.33672893,1
2020-02-07,Global,s164986,30,0.5349268913269043,major_test,0,3762,45,548.5714,548.5714,657.0,25,28.0,41.285713,0.6782007,WT,181.71428,567.1429,0.320403,1
2020-02-08,Global,s164986,30,0.5088198184967041,major_test,0,3762,46,576.5714,576.5714,691.1429,26,28.857143,41.857143,0.6894198,WT,199.57143,657.8571,0.30336592,1
2020-02-09,Global,s164986,30,0.5010079741477966,major_test,0,3762,47,605.4286,605.4285,726.0,26,26.571428,38.714287,0.6863468,WT,234.14285,780.8571,0.29985365,1
2020-02-10,Global,s164986,30,0.5134116411209106,major_test,0,3762,48,632.0,631.99994,758.1429,27,24.285715,36.42857,0.66666675,WT,260.85715,895.7143,0.2912281,1
2020-02-11,Global,s164986,30,0.47914204001426697,major_test,0,3762,49,656.2857,656.28564,788.2857,27,23.285715,34.285713,0.67916673,WT,288.57144,1043.0,0.27667445,1
2020-02-12,Global,s164986,30,0.48928287625312805,major_test,0,3762,50,679.5714,679.57135,815.8571,27,23.857143,33.857143,0.70464134,WT,313.0,1205.5714,0.2596279,1
2020-02-13,Global,s164986,30,0.5041325092315674,major_test,0,3762,51,703.4286,703.42847,843.1429,27,25.142857,33.285713,0.75536484,WT,333.57144,1360.4286,0.24519585,1
2020-02-14,Global,s164986,30,0.5099517703056335,major_test,0,3762,52,728.5714,728.57135,871.1429,28,29.285715,36.142857,0.8102767,WT,358.7143,1524.8572,0.23524451,1
2020-02-15,Global,s164986,30,0.5320248603820801,major_test,0,3762,53,757.8571,757.85706,902.7143,28,28.714285,36.0,0.79761904,WT,376.42856,1656.0,0.22731192,1
2020-02-16,Global,s164986,30,0.5369016528129578,major_test,0,3762,54,786.5714,786.57135,933.8571,28,29.857143,38.142857,0.7827716,WT,393.7143,1773.8572,0.22195378,1
2020-02-17,Global,s164986,30,0.5341830849647522,major_test,0,3762,55,816.4286,816.42847,966.8571,28,33.142857,42.142857,0.7864407,WT,402.57144,1842.4286,0.21850044,1
2020-02-18,Global,s164986,30,0.5451264381408691,major_test,0,3762,56,849.5714,849.57135,1003.1429,28,35.57143,46.42857,0.76615393,WT,408.2857,1880.0,0.21717325,1
2020-02-19,Global,s164986,30,0.5420296788215637,major_test,0,3762,57,885.1429,885.14276,1043.7142,29,34.0,45.857143,0.741433,WT,419.42856,1951.2858,0.21494983,1
2020-02-20,Global,s164986,30,0.5273428559303284,major_test,0,3762,58,919.1429,919.14276,1083.5714,29,33.57143,45.42857,0.73899376,WT,429.7143,2036.4286,0.21101367,1
2020-02-21,Global,s164986,30,0.5243529081344604,major_test,0,3762,59,952.7143,952.7142,1123.2858,30,31.571428,46.857143,0.6737805,WT,448.7143,2111.4285,0.21251693,1
2020-02-22,Global,s164986,30,0.49926069378852844,major_test,0,3762,60,984.2857,984.2856,1163.4286,34,35.42857,52.0,0.68131864,WT,449.57144,2168.5715,0.20731226,1
2020-02-23,Global,s164986,30,0.5006417632102966,major_test,0,3762,61,1019.7143,1019.7142,1209.0,34,37.42857,58.0,0.6453202,WT,437.2857,2223.1428,0.19669709,1
2020-02-24,Global,s164986,30,0.462429404258728,major_test,0,3762,62,1057.1428,1057.1427,1260.2858,34,39.57143,65.14286,0.60745615,WT,435.57144,2256.2856,0.193048,1
2020-02-25,Global,s164986,30,0.4122498333454132,major_test,0,3762,63,1096.7142,1096.7141,1318.2858,36,45.285713,78.57143,0.5763636,WT,420.57144,2255.2856,0.18648256,1
2020-02-26,Global,s164986,30,0.35150158405303955,major_test,0,3762,64,1142.0,1141.9999,1387.1428,37,49.285713,89.0,0.55377203,WT,399.85715,2301.4285,0.17374302,1
2020-02-27,Global,s164986,30,0.2840789258480072,major_test,0,3762,65,1191.2858,1191.2856,1465.5714,38,55.142857,107.42857,0.51329786,WT,379.42856,2294.1428,0.16539012,1
2020-02-28,Global,s164986,30,0.24746420979499817,major_test,0,3762,66,1246.4286,1246.4285,1560.1428,43,67.85714,138.14285,0.49120992,WT,359.57144,2285.5715,0.15732233,1
2020-02-29,Global,s164986,30,0.2089434117078781,major_test,0,3762,67,1314.2858,1314.2856,1682.2858,45,77.42857,176.57143,0.43851134,WT,331.85715,2254.4285,0.14720234,1
2020-03-01,Global,s164986,30,0.136587455868721,major_test,0,3762,68,1391.7142,1391.7142,1837.5714,51,90.57143,219.28572,0.41302928,WT,303.7143,2210.2856,0.13740952,1
2020-03-02,Global,s164986,30,0.11515597254037857,major_test,0,3762,69,1482.2858,1482.2856,2030.7142,59,106.85714,261.85715,0.40807417,WT,280.14285,2175.2856,0.1287844,1
2020-03-03,Global,s164986,30,0.11032024770975113,major_test,0,3762,70,1589.1428,1589.1428,2261.0,64,113.71429,292.2857,0.38905182,WT,263.14285,2131.7144,0.12344189,1
2020-03-04,Global,s164986,30,0.09185875952243805,major_test,0,3762,71,1702.8572,1702.857,2521.7144,73,120.28571,324.7143,0.37043554,WT,248.85715,2065.2856,0.12049527,1
2020-03-05,Global,s164986,30,0.08347424119710922,major_test,0,3762,72,1823.1428,1823.1428,2811.4285,79,128.71428,360.14285,0.35739785,WT,230.42857,2008.4286,0.114730775,1
2020-03-06,Global,s164986,30,0.08470826596021652,major_test,0,3762,73,1951.8572,1951.857,3135.2856,81,148.0,443.7143,0.33354798,WT,208.57143,1962.2858,0.106290035,1
2020-03-07,Global,s164986,30,0.07308939844369888,major_test,0,3762,74,2099.8572,2099.857,3539.4285,89,170.0,504.85715,0.33672893,WT,203.57143,1913.5714,0.10638298,1
2020-03-08,Global,s164986,30,0.07655099779367447,major_test,0,3762,75,2269.8572,2269.857,4002.0,98,181.71428,567.1429,0.320403,WT,198.57143,1871.2858,0.10611497,1
2020-03-09,Global,s164986,30,0.07482039928436279,major_test,0,3762,76,2451.5713,2451.5713,4522.2856,107,199.57143,657.8571,0.30336592,WT,189.71428,1854.7142,0.102287605,1
2020-03-10,Global,s164986,30,0.07036404311656952,major_test,0,3762,77,2651.1428,2651.1428,5127.2856,122,234.14285,780.8571,0.29985365,WT,187.14285,1818.8572,0.10289035,1
2020-03-11,Global,s164986,30,0.07432353496551514,major_test,0,3762,78,2885.2856,2885.2856,5845.143,140,260.85715,895.7143,0.2912281,WT,171.71428,1755.7142,0.09780309,1
2020-03-12,Global,s164986,30,0.07493936270475388,major_test,0,3762,79,3146.1428,3146.1428,6671.857,154,288.57144,1043.0,0.27667445,WT,161.57143,1721.0,0.09388229,1
2020-03-13,Global,s164986,30,0.07016263902187347,major_test,0,3762,80,3434.7144,3434.7144,7638.7144,173,313.0,1205.5714,0.2596279,WT,147.57143,1653.7142,0.08923635,1
2020-03-14,Global,s164986,30,0.06982005387544632,major_test,0,3762,81,3747.7144,3747.7144,8756.571,190,333.57144,1360.4286,0.24519585,WT,135.85715,1620.8572,0.083818085,1
2020-03-15,Global,s164986,30,0.0662173479795456,major_test,0,3762,82,4081.2856,4081.286,10019.143,201,358.7143,1524.8572,0.23524451,WT,128.57143,1581.5714,0.08129347,1
2020-03-16,Global,s164986,30,0.06630247086286545,major_test,0,3762,83,4440.0,4440.0,11434.571,217,376.42856,1656.0,0.22731192,WT,121.0,1528.1428,0.07918108,1
2020-03-17,Global,s164986,30,0.06367173045873642,major_test,0,3762,84,4816.4287,4816.4287,12970.571,234,393.7143,1773.8572,0.22195378,WT,110.42857,1483.8572,0.074419945,1
2020-03-18,Global,s164986,30,0.060526229441165924,major_test,0,3762,85,5210.143,5210.143,14613.143,245,402.57144,1842.4286,0.21850044,WT,106.0,1456.0,0.0728022,1
2020-03-19,Global,s164986,30,0.06176925078034401,major_test,0,3762,86,5612.7144,5612.7144,16316.143,257,408.2857,1880.0,0.21717325,WT,100.71429,1404.1428,0.07172652,1
2020-03-20,Global,s164986,30,0.06119178980588913,major_test,0,3762,87,6021.0,6021.0,18050.143,273,419.42856,1951.2858,0.21494983,WT,95.85714,1371.4286,0.069895834,1
2020-03-21,Global,s164986,30,0.06382613629102707,major_test,0,3762,88,6440.4287,6440.4287,19843.0,288,429.7143,2036.4286,0.21101367,WT,92.71429,1336.1428,0.0693895,1
2020-03-22,Global,s164986,30,0.06295839697122574,major_test,0,3762,89,6870.143,6870.143,21708.285,295,448.7143,2111.4285,0.21251693,WT,84.71429,1285.5714,0.06589621,1
2020-03-23,Global,s164986,30,0.0681549459695816,major_test,0,3762,90,7318.857,7318.8574,23642.857,310,449.57144,2168.5715,0.20731226,WT,83.0,1238.4286,0.067020416,1
2020-03-24,Global,s164986,30,0.06563200801610947,major_test,0,3762,91,7768.4287,7768.4287,25628.0,319,437.2857,2223.1428,0.19669709,WT,89.28571,1224.1428,0.07293733,1
2020-03-25,Global,s164986,30,0.06694069504737854,major_test,0,3762,92,8205.714,8205.715,27660.428,337,435.57144,2256.2856,0.193048,WT,82.57143,1178.0,0.07009459,1
2020-03-26,Global,s164986,30,0.06734980642795563,major_test,0,3762,93,8641.286,8641.286,29721.0,346,420.57144,2255.2856,0.18648256,WT,75.57143,1142.4286,0.0661498,1
2020-03-27,Global,s164986,30,0.06506665050983429,major_test,0,3762,94,9061.857,9061.857,31776.572,359,399.85715,2301.4285,0.17374302,WT,67.14286,1121.4286,0.059872612,1
2020-03-28,Global,s164986,30,0.06103271618485451,major_test,0,3762,95,9461.714,9461.715,33870.145,372,379.42856,2294.1428,0.16539012,WT,63.42857,1119.0,0.05668326,1
2020-03-29,Global,s164986,30,0.060793858021497726,major_test,0,3762,96,9841.143,9841.144,35953.57,378,359.57144,2285.5715,0.15732233,WT,64.0,1114.1428,0.057443265,1
2020-03-30,Global,s164986,30,0.05730761960148811,major_test,0,3762,97,10200.714,10200.715,38028.0,388,331.85715,2254.4285,0.14720234,WT,59.0,1112.5714,0.053030305,1
2020-03-31,Global,s164986,30,0.038744788616895676,major_test,0,3762,98,10532.571,10532.572,40072.0,395,303.7143,2210.2856,0.13740952,WT,48.57143,1097.8572,0.044242032,1
2020-04-01,Global,s164986,30,0.035334326326847076,major_test,0,3762,99,10836.286,10836.286,42079.0,406,280.14285,2175.2856,0.1287844,WT,46.0,1073.2858,0.042859044,1
2020-04-02,Global,s164986,30,0.032512906938791275,major_test,0,3762,100,11116.429,11116.429,44056.855,412,263.14285,2131.7144,0.12344189,WT,45.0,1063.8572,0.04229891,1
2020-04-03,Global,s164986,30,0.029657449573278427,major_test,0,3762,101,11379.571,11379.571,45992.145,416,248.85715,2065.2856,0.12049527,WT,47.142857,1017.5714,0.046328794,1
2020-04-04,Global,s164986,30,0.027446331456303596,major_test,0,3762,102,11628.429,11628.429,47871.43,423,230.42857,2008.4286,0.114730775,WT,43.857143,973.7143,0.04504108,1
2020-04-05,Global,s164986,30,0.02512371726334095,major_test,0,3762,103,11858.857,11858.857,49703.0,428,208.57143,1962.2858,0.106290035,WT,38.285713,933.5714,0.041009948,1
2020-04-06,Global,s164986,30,0.022821743041276932,major_test,0,3762,104,12067.429,12067.429,51489.285,440,203.57143,1913.5714,0.10638298,WT,41.0,916.2857,0.04474587,1
2020-04-07,Global,s164986,30,0.022578561678528786,major_test,0,3762,105,12271.0,12271.0,53232.0,443,198.57143,1871.2858,0.10611497,WT,43.0,901.1429,0.047717184,1
2020-04-08,Global,s164986,30,0.02246607467532158,major_test,0,3762,106,12469.571,12469.571,54934.57,445,189.71428,1854.7142,0.102287605,WT,41.0,871.2857,0.047056895,1
2020-04-09,Global,s164986,30,0.021075280383229256,major_test,0,3762,107,12659.286,12659.285,56616.86,454,187.14285,1818.8572,0.10289035,WT,40.285713,841.7143,0.047861505,1
2020-04-10,Global,s164986,30,0.02252928540110588,major_test,0,3762,108,12846.429,12846.428,58269.285,455,171.71428,1755.7142,0.09780309,WT,37.857143,835.8571,0.045291405,1
2020-04-11,Global,s164986,30,0.022283976897597313,major_test,0,3762,109,13018.143,13018.142,59863.285,460,161.57143,1721.0,0.09388229,WT,35.0,843.8571,0.041476216,1
2020-04-12,Global,s164986,30,0.021377479657530785,major_test,0,3762,110,13179.714,13179.713,61425.57,465,147.57143,1653.7142,0.08923635,WT,43.142857,872.8571,0.04942717,1
2020-04-13,Global,s164986,30,0.02160649746656418,major_test,0,3762,111,13327.286,13327.284,62924.855,469,135.85715,1620.8572,0.083818085,WT,41.142857,855.1429,0.04811226,1
2020-04-14,Global,s164986,30,0.020134149119257927,major_test,0,3762,112,13463.143,13463.142,64392.285,473,128.57143,1581.5714,0.08129347,WT,41.857143,855.4286,0.048931196,1
2020-04-15,Global,s164986,30,0.02080642804503441,major_test,0,3762,113,13591.714,13591.713,65817.57,477,121.0,1528.1428,0.07918108,WT,43.857143,876.8571,0.050016295,1
2020-04-16,Global,s164986,30,0.020450584590435028,major_test,0,3762,114,13712.714,13712.713,67193.71,480,110.42857,1483.8572,0.074419945,WT,45.714287,899.2857,0.050833996,1
2020-04-17,Global,s164986,30,0.018258988857269287,major_test,0,3762,115,13823.143,13823.142,68526.71,483,106.0,1456.0,0.0728022,WT,43.142857,888.0,0.048584297,1
2020-04-18,Global,s164986,30,0.017568452283740044,major_test,0,3762,116,13929.143,13929.142,69829.43,487,100.71429,1404.1428,0.07172652,WT,42.285713,844.5714,0.05006766,1
2020-04-19,Global,s164986,30,0.018093252554535866,major_test,0,3762,117,14029.857,14029.855,71081.14,492,95.85714,1371.4286,0.069895834,WT,32.142857,803.4286,0.04000711,1
2020-04-20,Global,s164986,30,0.016917672008275986,major_test,0,3762,118,14125.714,14125.713,72303.86,496,92.71429,1336.1428,0.0693895,WT,31.142857,790.4286,0.039399963,1
2020-04-21,Global,s164986,30,0.017466772347688675,major_test,0,3762,119,14218.429,14218.427,73492.71,504,84.71429,1285.5714,0.06589621,WT,30.571428,776.8571,0.039352704,1
2020-04-22,Global,s164986,30,0.0161917544901371,major_test,0,3762,120,14303.143,14303.141,74639.43,506,83.0,1238.4286,0.067020416,WT,24.857143,703.0,0.035358667,1
2020-04-23,Global,s164986,30,0.017226479947566986,major_test,0,3762,121,14386.143,14386.141,75744.29,510,89.28571,1224.1428,0.07293733,WT,20.285715,662.0,0.030643074,1
2020-04-24,Global,s164986,30,0.020528407767415047,major_test,0,3762,122,14475.429,14475.427,76834.86,515,82.57143,1178.0,0.07009459,WT,22.0,656.2857,0.033521987,1
2020-04-25,Global,s164986,30,0.01925673708319664,major_test,0,3762,123,14558.0,14557.998,77883.14,517,75.57143,1142.4286,0.0661498,WT,22.714285,632.0,0.035940323,1
2020-04-26,Global,s164986,30,0.018999844789505005,major_test,0,3762,124,14633.571,14633.569,78898.0,520,67.14286,1121.4286,0.059872612,WT,21.857143,605.2857,0.036110457,1
2020-04-27,Global,s164986,30,0.019010044634342194,major_test,0,3762,125,14700.714,14700.712,79886.43,524,63.42857,1119.0,0.05668326,WT,20.285715,598.4286,0.033898305,1
2020-04-28,Global,s164986,30,0.017490601167082787,major_test,0,3762,126,14764.143,14764.141,80871.29,525,64.0,1114.1428,0.057443265,WT,16.285715,585.1429,0.027832031,1
2020-04-29,Global,s164986,30,0.01748562790453434,major_test,0,3762,127,14828.143,14828.141,81852.57,526,59.0,1112.5714,0.053030305,WT,15.142858,602.4286,0.025136353,1
2020-04-30,Global,s164986,30,0.015484205447137356,major_test,0,3762,128,14887.143,14887.141,82830.86,527,48.57143,1097.8572,0.044242032,WT,13.571428,602.2857,0.022533206,1
2020-05-01,Global,s164986,30,0.0130741186439991,major_test,0,3762,129,14935.714,14935.712,83798.43,528,46.0,1073.2858,0.042859044,WT,12.142858,589.5714,0.020596076,1
2020-05-02,Global,s164986,30,0.01308523491024971,major_test,0,3762,130,14981.714,14981.712,84747.29,530,45.0,1063.8572,0.04229891,WT,11.0,604.8571,0.018186113,1
2020-05-03,Global,s164986,30,0.012518874369561672,major_test,0,3762,131,15026.714,15026.712,85686.14,532,47.142857,1017.5714,0.046328794,WT,11.857142,617.1429,0.019212961,1
2020-05-04,Global,s164986,30,0.012320030480623245,major_test,0,3762,132,15073.857,15073.8545,86588.71,537,43.857143,973.7143,0.04504108,WT,12.0,616.5714,0.019462466,1
2020-05-05,Global,s164986,30,0.012397801503539085,major_test,0,3762,133,15117.714,15117.712,87454.71,539,38.285713,933.5714,0.041009948,WT,13.0,636.7143,0.020417321,1
2020-05-06,Global,s164986,30,0.011530769057571888,major_test,0,3762,134,15156.0,15155.998,88279.43,539,41.0,916.2857,0.04474587,WT,13.857142,661.4286,0.020950323,1
2020-05-07,Global,s164986,30,0.01276459451764822,major_test,0,3762,135,15197.0,15196.998,89088.29,542,43.0,901.1429,0.047717184,WT,13.0,682.1429,0.01905759,1
2020-05-08,Global,s164986,30,0.01380921620875597,major_test,0,3762,136,15240.0,15239.998,89883.71,542,41.0,871.2857,0.047056895,WT,12.428572,703.0,0.017679334,1
2020-05-09,Global,s164986,30,0.01327508594840765,major_test,0,3762,137,15281.0,15280.998,90650.0,551,40.285713,841.7143,0.047861505,WT,16.142857,762.4286,0.021172943,1
2020-05-10,Global,s164986,30,0.014950582757592201,major_test,0,3762,138,15321.286,15321.284,91394.14,552,37.857143,835.8571,0.045291405,WT,14.571428,806.7143,0.018062688,1
2020-05-11,Global,s164986,30,0.01520095020532608,major_test,0,3762,139,15359.143,15359.142,92133.43,557,35.0,843.8571,0.041476216,WT,16.0,868.4286,0.018424083,1
2020-05-12,Global,s164986,30,0.014180188998579979,major_test,0,3762,140,15394.143,15394.142,92879.0,559,43.142857,872.8571,0.04942717,WT,16.285715,890.5714,0.018286815,1
2020-05-13,Global,s164986,30,0.01869545318186283,major_test,0,3762,141,15437.286,15437.284,93652.14,561,41.142857,855.1429,0.04811226,WT,16.571428,926.8571,0.017879162,1
2020-05-14,Global,s164986,30,0.018006447702646255,major_test,0,3762,142,15478.429,15478.427,94411.57,562,41.857143,855.4286,0.048931196,WT,18.571428,1017.8571,0.018245615,1
2020-05-15,Global,s164986,30,0.017751183360815048,major_test,0,3762,143,15520.286,15520.284,95170.43,563,43.857143,876.8571,0.050016295,WT,20.0,1054.8572,0.018959913,1
2020-05-16,Global,s164986,30,0.022173790261149406,major_test,0,3762,144,15564.143,15564.142,95942.14,567,45.714287,899.2857,0.050833996,WT,15.428572,1065.1428,0.014484979,1
2020-05-17,Global,s164986,30,0.022554459050297737,major_test,0,3762,145,15609.857,15609.855,96730.0,569,43.142857,888.0,0.048584297,WT,17.0,1094.8572,0.015527139,1
2020-05-18,Global,s164986,30,0.019774869084358215,major_test,0,3762,146,15653.0,15652.998,97503.43,572,42.285713,844.5714,0.05006766,WT,15.0,1085.4286,0.013819426,1
2020-05-19,Global,s164986,30,0.021615009754896164,major_test,0,3762,147,15695.286,15695.284,98238.57,572,32.142857,803.4286,0.04000711,WT,13.857142,1088.4286,0.012731329,1
2020-05-20,Global,s164986,30,0.017262568697333336,major_test,0,3762,148,15727.429,15727.427,98937.29,573,31.142857,790.4286,0.039399963,WT,14.0,1054.7142,0.013273737,1
2020-05-21,Global,s164986,30,0.017379768192768097,major_test,0,3762,149,15758.571,15758.569,99621.14,574,30.571428,776.8571,0.039352704,WT,13.857142,990.8571,0.013985006,1
2020-05-22,Global,s164986,30,0.01779823750257492,major_test,0,3762,150,15789.143,15789.141,100292.57,576,24.857143,703.0,0.035358667,WT,11.428572,991.2857,0.01152904,1
2020-05-23,Global,s164986,30,0.014066576957702637,major_test,0,3762,151,15814.0,15813.998,100902.29,579,20.285715,662.0,0.030643074,WT,11.714286,966.2857,0.0121230045,1
